Rank,Industry,Sector,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,"Technology Hardware, Storage & Peripherals",Information Technology,179.21,98,98,97,78,"SNDK,WDC,STX,AAPL,HPE,DELL,NTAP,HPQ,SMCI"
2,Semiconductor Materials & Equipment,Information Technology,163.57,97,97,93,62,"LRCX,TER,KLAC,AMAT"
3,Broadcasting,Communication Services,149.44,96,96,94,96,"WBD,FOXA,FOX"
4,Electronic Components,Information Technology,137.52,95,95,98,95,"APH,GLW"
5,Automobile Manufacturers,Consumer Discretionary,121.93,94,92,82,59,"GM,F,TSLA"
6,Investment Banking & Brokerage,Financials,121.04,93,93,96,99,"HOOD,GS,MS,IBKR,SCHW,RJF"
7,Passenger Airlines,Industrials,120.57,92,75,61,88,"DAL,UAL,LUV"
8,Construction & Engineering,Industrials,120.09,91,94,95,91,"FIX,EME,PWR,J"
9,Semiconductors,Information Technology,118.65,90,90,84,70,"MU,INTC,AMD,AVGO,MPWR,ADI,FSLR,MCHP,NVDA,ON,QCOM,NXPI,MRVL,TXN,SWKS,ARM"
10,Construction Machinery & Heavy Transportation Equipment,Industrials,118.38,89,87,72,58,"CAT,CMI,PCAR,WAB"
11,Air Freight & Logistics,Industrials,117.39,88,78,30,13,"CHRW,EXPD,FDX,UPS"
12,Electronic Manufacturing Services,Information Technology,116.9,87,91,91,98,"TEL,JBL"
13,Consumer Finance,Financials,116.85,86,80,71,87,"SYF,COF,AXP"
14,Interactive Media & Services,Communication Services,116.75,85,89,79,57,"GOOGL,GOOG,MTCH,META"
15,Biotechnology,Health Care,116.29,84,85,80,41,"INSM,INCY,REGN,ALNY,BIIB,AZN,AMGN,ABBV,MRNA,GILD,VRTX"
16,Steel,Materials,113.79,83,84,53,49,"NUE,STLD"
17,Diversified Banks,Financials,112.5,82,76,70,75,"C,WFC,BAC,USB,JPM,TFC,PNC"
18,Consumer Staples Merchandise Retail,Consumer Staples,110.79,81,73,32,61,"DG,DLTR,WMT,TGT,COST"
19,Apparel Retail,Consumer Discretionary,110.14,80,81,64,11,"ROST,TJX"
20,Health Care Distributors,Health Care,110.08,79,84,67,69,"CAH,COR,MCK,HSIC"
21,Regional Banks,Financials,109.0,78,62,50,67,"CFG,KEY,RF,FITB,HBAN,MTB"
22,Oil & Gas Equipment & Services,Energy,108.9,77,65,24,2,"HAL,SLB,BKR"
23,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,108.25,76,47,57,86,"EXPE,CCL,MAR,HLT,RCL,NCLH,ABNB,BKNG"
24,Aerospace & Defense,Industrials,107.26,75,69,77,84,"HII,GE,HWM,RTX,LHX,BA,GD,TXT,TDG,NOC,LMT,AXON"
25,Life Sciences Tools & Services,Health Care,107.19,74,70,49,3,"IQV,CRL,TMO,MTD,WAT,A,DHR,TECH"
26,Oil & Gas Refining & Marketing,Energy,106.25,73,77,75,65,"VLO,PSX,MPC"
27,Cargo Ground Transportation,Industrials,106.12,72,63,4,12,"JBHT,ODFL"
28,Specialty Chemicals,Materials,106.04,71,53,16,22,"ALB,DD,ECL,PPG,SHW,IFF,LYB"
29,Casinos & Gaming,Consumer Discretionary,106.04,71,82,58,81,"LVS,WYNN,MGM"
30,Automotive Retail,Consumer Discretionary,105.69,70,83,86,94,"CVNA,ORLY,AZO"
31,Interactive Home Entertainment,Communication Services,105.55,69,79,92,66,"EA,TTWO"
32,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,105.53,68,67,65,89,"TPR,RL,NKE,LULU"
33,Health Care Facilities,Health Care,104.68,67,88,66,21,"HCA,UHS"
34,Pharmaceuticals,Health Care,104.61,66,58,36,16,"LLY,VTRS,JNJ,MRK,BMY,PFE,ZTS"
35,Other Specialty Retail,Consumer Discretionary,104.09,65,72,73,68,"ULTA,TSCO"
36,Independent Power Producers & Energy Traders,Utilities,103.61,64,86,90,93,"NRG,AES"
37,Asset Management & Custody Banks,Financials,103.6,63,61,55,80,"IVZ,BK,STT,NTRS,BEN,ARES,APO,TROW,KKR,BLK,AMP,BX"
38,Broadline Retail,Consumer Discretionary,103.15,62,57,74,71,"EBAY,AMZN"
39,Agricultural Products & Services,Consumer Staples,102.25,61,68,62,9,"BG,ADM"
40,Construction Materials,Materials,100.81,60,71,83,39,"CRH,MLM,VMC"
41,Electrical Components & Equipment,Industrials,99.64,59,64,63,79,"ROK,AME,EMR,GNRC,ETN"
42,Health Care REITs,Real Estate,99.02,58,74,52,51,"WELL,VTR,DOC"
43,Life & Health Insurance,Financials,96.92,57,51,47,25,"PFG,GL,PRU,AFL,MET"
44,Multi-line Insurance,Financials,96.38,56,54,69,38,"AIZ,L,AIG"
45,Industrial Machinery & Supplies & Components,Industrials,95.88,55,43,23,42,"PH,NDSN,HUBB,DOV,SWK,XYL,SNA,FTV,IEX,GWW,ITW,PNR,IR,OTIS"
46,Health Care Supplies,Health Care,95.3,54,39,3,1,"WST,COO,ALGN"
47,Integrated Oil & Gas,Energy,94.49,53,45,37,28,"XOM,CVX"
48,IT Consulting & Other Services,Information Technology,94.47,52,37,2,18,"EPAM,CTSH,IBM,ACN,IT"
49,Industrial Conglomerates,Industrials,94.14,51,50,25,76,"MMM,HON"
50,Health Care Equipment,Health Care,93.91,50,42,28,32,"IDXX,ISRG,GEHC,STE,EW,MDT,HOLX,RVTY,PODD,BDX,BSX,ABT,SYK,RMD,DXCM,ZBH,BAX"
51,Application Software,Information Technology,93.88,49,59,81,90,"APP,PLTR,SNPS,DDOG,CDNS,ADSK,CRM,INTU,ORCL,PTC,ADBE,FICO,WDAY,TYL"
52,Trading Companies & Distributors,Industrials,93.52,48,30,85,73,"URI,FAST"
53,Rail Transportation,Industrials,93.47,47,66,59,53,"NSC,CSX,UNP"
54,Personal Care Products,Consumer Staples,92.96,46,35,20,50,"EL,KVUE,PG"
55,Retail REITs,Real Estate,92.77,45,31,45,26,"SPG,FRT,O,REG,KIM"
56,Property & Casualty Insurance,Financials,92.64,44,38,54,36,"HIG,CINF,TRV,CB,ALL,ACGL,WRB,PGR"
57,Soft Drinks & Non-alcoholic Beverages,Consumer Staples,92.63,43,56,41,30,"MNST,KO,PEP,KDP"
58,Financial Exchanges & Data,Financials,91.68,42,32,46,82,"NDAQ,CBOE,MCO,SPGI,CME,MSCI,ICE,COIN,FDS"
59,Hotel & Resort REITs,Real Estate,91.39,41,26,35,43,"HST,VICI"
60,--- Reference ---,--- Reference ---,91.35,40,60,60,35,"QQQ,SPY,^VIX"
61,Electric Utilities,Utilities,90.93,39,55,76,56,"CEG,AEP,ETR,FE,EVRG,ES,EIX,LNT,WEC,PPL,EXC,DUK,SO,PEG,VST"
62,Communications Equipment,Information Technology,90.45,38,46,88,72,"CSCO,ANET,FFIV,MSI"
63,Electronic Equipment & Instruments,Information Technology,89.97,37,36,38,63,"KEYS,TRMB,TDY,ROP,ZBRA"
64,Multi-Utilities,Utilities,89.88,36,49,68,40,"SRE,NEE,NI,CNP,AEE,D,XEL,ED,CMS,PNW,DTE,PCG"
65,Movies & Entertainment,Communication Services,89.85,35,48,87,92,"TKO,DIS,LYV,PSKY,NFLX"
66,EDP Services,Technology,89.37,34,41,89,77,"PDD,ZS"
67,Environmental & Facilities Services,Industrials,89.16,33,34,42,45,"ROL,VLTO,WM,RSG"
68,Health Care Services,Health Care,88.9,32,33,56,27,"CVS,DGX,LH,CI,DVA"
69,Home Improvement Retail,Consumer Discretionary,88.36,31,22,34,8,"LOW,HD"
70,Tobacco,Consumer Staples,88.18,30,29,78,85,"PM,MO"
71,Real Estate Services,Real Estate,87.79,29,25,51,60,"CBRE,CSGP"
72,Oil & Gas Exploration & Production,Energy,87.7,28,52,21,19,"APA,DVN,EQT,EXE,CTRA,COP,FANG,OXY,EOG,TPL"
73,Oil & Gas Storage & Transportation,Energy,87.29,27,40,22,31,"WMB,TRGP,KMI,OKE"
74,Restaurants,Consumer Discretionary,86.76,26,18,11,52,"YUM,DRI,MCD,SBUX,DPZ,CMG"
75,Publishing,Communication Services,86.1,25,17,14,64,"NWS,NWSA"
76,Systems Software,Information Technology,85.87,24,44,48,74,"CRWD,MSFT,PANW,GEN,FTNT,NOW"
77,Industrial Gases,Materials,85.51,23,4,18,34,"LIN,APD"
78,Integrated Telecommunication Services,Communication Services,85.39,22,27,43,55,"VZ,T"
79,Diversified Support Services,Industrials,85.12,21,21,26,20,"LDOS,CTAS,CPRT"
80,Multi-Family Residential REITs,Real Estate,85.0,20,13,10,23,"CPT,EQR,UDR,ESS,MAA,AVB"
81,Building Products,Industrials,84.86,19,24,29,54,"JCI,ALLE,AOS,MAS,TT,LII,CARR,BLDR"
82,Homebuilding,Consumer Discretionary,84.66,18,28,44,5,"PHM,DHI,NVR,LEN"
83,Data Center REITs,Real Estate,84.19,17,19,36,33,"EQIX,DLR"
84,Fertilizers & Agricultural Chemicals,Materials,84.13,16,14,40,83,"CTVA,CF,MOS"
85,Self-Storage REITs,Real Estate,83.66,15,12,27,15,"EXR,PSA"
86,Paper & Plastic Packaging Products & Materials,Materials,83.61,14,11,8,24,"AVY,PKG,AMCR,SW,IP"
87,Internet Services & Infrastructure,Information Technology,82.98,13,23,9,48,"AKAM,VRSN,GDDY"
88,Transaction & Payment Processing Services,Financials,81.37,12,10,13,29,"JKHY,MA,V,CPAY,XYZ,FIS,GPN,PYPL,FISV"
89,Managed Health Care,Health Care,81.07,11,7,7,0,"CNC,HUM,ELV,UNH,MOH"
90,Human Resource & Employment Services,Industrials,79.17,10,9,33,46,"DAY,ADP,PAYX,PAYC"
91,Telecom Tower REITs,Real Estate,78.8,9,20,12,47,"CCI,SBAC,AMT"
92,Distributors,Consumer Discretionary,78.43,8,8,31,10,"GPC,POOL"
93,Computer Software,Technology,78.21,7,6,39,97,"SHOP,TEAM,TRI,MSTR"
94,Insurance Brokers,Financials,77.38,6,5,19,14,"WTW,AON,MMC,AJG,ERIE,BRO"
95,Packaged Foods & Meats,Consumer Staples,76.27,5,15,15,4,"HSY,TSN,MKC,SJM,KHC,MDLZ,HRL,GIS,CPB,CAG,LW"
96,Research & Consulting Services,Industrials,75.37,4,3,5,44,"EFX,VRSK"
97,Distillers & Vintners,Consumer Staples,74.53,3,16,0,0,"STZ,BF.B"
98,Household Products,Consumer Staples,74.05,2,2,6,6,"CL,CHD,CLX,KMB"
99,Office REITs,Real Estate,72.54,1,0,17,7,"BXP,ARE"
100,Advertising,Communication Services,71.61,0,1,1,17,"OMC,TTD"
101,Cable & Satellite,Communication Services,67.83,0,0,0,37,"CMCSA,CHTR"
